"","ID","Year","Title","Abstract"
"33","33559023",2021,"A Two-to-Five Year Follow-Up of a Pediatric Acute-Onset Neuropsychiatric Syndrome Cohort.","Little is known about the long-term prognosis of children with pediatric acute-onset neuropsychiatric syndrome (PANS). Out of the 46 eligible patients from the Karolinska PANS cohort  34 consented to participate in a follow-up (median 3.3 years). Participants underwent a thorough clinical evaluation and were classified according to their clinical course. Resulting groups were compared on clinical characteristics and laboratory test results. We observed significant reductions in clinician-rated PANS symptom severity and improved general function. Two patients were classified as remitted  20 as relapsing-remitting  and 12 as having a chronic-static/progressive course. The latter group had an earlier onset  greater impairment and received more pharmacological and psychological treatments. Although remission was rare  the majority of children with PANS were significantly improved over the follow-up period but a non-negligible minority of patients displayed a chronic-static/progressive course and required additional treatments. The proposed definitions of flare and clinical course may be useful in future clinical trials."
"34","33548496",2021,"The three frontlines against COVID-19: Brain, Behavior, and Immunity.","The pandemic outbreak of coronavirus disease 2019 (COVID-19) is raising global anxiety and fear of both real and perceived health threat from the virus. Overwhelming evidence shows infected patients experiencing neuropsychiatric complications  suggesting that the ""psychoneuroimmunity"" model might be beneficial in understanding the impact of the virus. Therefore  this Special Issue on ""Immunopsychiatry of COVID-19 Pandemic"" was launched immediately after the pandemic was declared  with the first paper accepted on the March 25th  2020. A total of ninety-three papers were accepted  the last one was on the July 10th  2020 when the initial acute phase started declining. The papers of this Special Issue have illuminated the social impact  psychopathology  neurological manifestation  immunity responses  and potential treatments and prevention on COVID-19. For example  anxiety disorders  mood disorders  and suicidal ideation are most common psychiatric manifestations. COVID-19 infection can have central and/or peripheral nervous system symptoms  including headache  sleep disorders  encephalopathy  and loss of taste and smell. A ""three-steps"" Neuro-COVID infection model (neuro-invasion  clearance and immune response) was established. The current therapeutic interventions for COVID-19 include supportive intervention  immunomodulatory agents  antiviral therapy  and plasma transfusion. Psychological support should be implemented  improving the psychological wellbeing  as well as to enhance psychoneuroimmunity against COVID-19."
"35","33536130",2021,"Relationship Between Serum NMDA Receptor Antibodies and Response to Antipsychotic Treatment in First-Episode Psychosis.","When psychosis develops in NMDA receptor (NMDAR) antibody encephalitis  it usually has an acute or subacute onset  and antipsychotic treatment may be ineffective and associated with adverse effects. Serum NMDAR antibodies have been reported in a minority of patients with first-episode psychosis (FEP)  but their role in psychosis onset and response to antipsychotic treatment is unclear. Sera from 387 patients with FEP (duration of psychosis <2 years  minimally or never treated with antipsychotics) undergoing initial treatment with amisulpride as part of the OPTiMiSE (Optimization of Treatment and Management of Schizophrenia in Europe) trial (ClinicalTrials.gov number NCT01248195) were tested for NMDAR IgG antibodies using a live cell-based assay. Symptom severity was assessed using the Positive and Negative Syndrome Scale and the Clinical Global Impressions Scale at baseline and again after 4 weeks of treatment with amisulpride. At baseline  15 patients were seropositive for NMDAR antibodies and 372 were seronegative. The seropositive patients had similar symptom profiles and demographic features to seronegative patients but a shorter duration of psychosis (median 1.5 vs. 4.0 months; p = .031). Eleven seropositive and 284 seronegative patients completed 4 weeks of amisulpride treatment: after treatment  there was no between-groups difference in improvement in Positive and Negative Syndrome Scale scores or in the frequency of adverse medication effects. These data suggest that in FEP  NMDAR antibody seropositivity alone is not an indication for using immunotherapy instead of antipsychotic medications. Further studies are required to establish what proportion of patients with FEP who are NMDAR antibody seropositive have coexisting cerebrospinal fluid inflammatory changes or other paraclinical evidence suggestive of a likely benefit from immunotherapy."
"36","33493625",2021,"Viewpoint | European COVID-19 exit strategy for people with severe mental disorders: Too little, but not yet too late.","NA"
"37","33386229",2021,"Brain-immune crosstalk in the treatment of major depressive disorder.","A growing number of studies are pointing out the need for a conceptual shift from a brain-centered to a body-inclusive approach in mental health research. In this perspective  the link between the immune and the nervous system  which are deeply interconnected and continuously interacting  is one of the most important novel theoretical framework to investigate the biological bases of major depressive disorder and  more in general  mental illness. Indeed  depressed patients show high levels of inflammatory markers  administration of pro-inflammatory drugs triggers a depressive symptomatology and antidepressant efficacy is reduced by excessive immune system activation. A number of molecular and cellular mechanisms have been hypothesized to act as a link between the immune and brain function  thus representing potential pharmacologically targetable processes for the development of novel and effective therapeutic strategies. These include the modulation of the kynurenine pathway  the crosstalk between metabolic and inflammatory processes  the imbalance in acquired immune responses  in particular T cell responses  and the interplay between neural plasticity and immune system activation. In the personalized medicine approach  the assessment and regulation of these processes have the potential to lead  respectively  to novel diagnostic approaches for the prediction of treatment outcome according to the patient's immunological profile  and to improved efficacy of antidepressant compounds through immune modulation."
"38","33381448",2021,"The Anti-Inflammatory Drug Aspirin Does Not Protect Against Chemotherapy-Induced Memory Impairment by Paclitaxel in Mice.","Inflammation has been proposed to play a causal role in chemobrain which-if true-would represent an opportunity to repurpose existing anti-inflammatory drugs for the prevention and treatment of chemobrain. Here  we show that the chemoagent paclitaxel induces memory impairment and anhedonia in mice within 24 h of treatment cessation  but inflammation is not present until 2 weeks after treatment. We find no evidence of brain inflammation as measured by cytokine analysis at any time point. Furthermore  treating with aspirin to block inflammation did not affect paclitaxel-induced memory impairment. These findings suggest that inflammation may not be responsible for memory impairment induced by paclitaxel. These results contrast with recent findings of a causal role for inflammation in cancer-induced memory deficits in mice that were prevented by treatment with oral aspirin  suggesting that cognitive impairment in cancer patients undergoing treatment may arise from multiple convergent mechanisms."
"39","33358982",2020,"Letter to editor about the article ""Do psychiatric patients experience more psychiatric symptoms during COVID-19 pandemic and lockdown? A case-control study with service and research implications for immunopsychiatry"" (Hao et al., 2020).","NA"
"40","33342465",2020,"How handling extreme C-reactive protein (CRP) values and regularization influences CRP and depression criteria associations in network analyses.","Increasingly  it has been recognized that analysis at the symptom  rather than diagnostic  level will drive progress in the field of immunopsychiatry. Network analysis offers a useful tool in this pursuit with the ability to identify associations between immune markers and individual symptoms  independent of all other variables modeled. However  investigation into how methodological decisions (i.e.  including vs. excluding participants with C-reactive protein (CRP) >10 mg/L  regularized vs. nonregularized networks) influence results is necessary to establish best practices for the use of network analysis in immunopsychiatry. In a sample of 3 464 adult participants from the 2015-2016 National Health and Nutrition Examination Survey dataset  this study found consistent support for associations between CRP and fatigue and changes in appetite and some support for additional CRP-criterion associations. Methodologically  results consistently demonstrated that including individuals with CRP >10 mg/L and estimating nonregularized networks provided better estimates of these associations. Thus  we recommend considering the use of nonregularized networks in immunopsychiatry and inclusion of cases with CRP values >10 mg/L when testing the association between CRP and depression criteria  unless contraindicated by the research question being tested. Additionally  results most consistently suggest that CRP is uniquely related to fatigue and changes in appetite  supporting their inclusion in an immunometabolic phenotype of depression. Finally  these associations suggest that fatigue and changes in appetite might be particularly receptive to anti-inflammatory treatments. However  future research with more nuanced measures is necessary to parse out whether appetite increases or decreases drive this association. Further  longitudinal research is an important next step to test how these relationships manifest over time."
"41","33227660",2020,"Interleukin-6 response to insulin-induced hypoglycemia is associated with hypothalamic-pituitary-adrenal axis activation.","Increased plasma levels of interleukin-6 (IL-6) in response to acute hypoglycemia have been well documented. Aiming to study the interaction between IL-6 and counter-regulatory hormones during hypoglycemic stress we conducted an exploratory single center study involving 26 adult patients undergoing insulin tolerance test. Insulin-induced hypoglycemia elicited a significant dynamic response of IL-6  adrenaline  noradrenaline  GH  prolactin  ACTH and serum and salivary cortisol (P < 0.001 for all variables). Patients with insufficient HPA axis response had lower hypoglycemia-induced IL-6 increase (median: 0.88 pg/mL) compared with individuals with intact HPA axis response (2.03 pg/mL  P = 0.007). IL-6 maximal increase correlated with the maximal increase of serum cortisol (r s  = 0.48; P = 0.013)  salivary cortisol (r s  = 0.66; P = 0.012)  plasma ACTH (r s  = 0.48; P = 0.013) and with the increase in procedure-related symptoms of anxiety and hypoglycemia (r s  = 0.57; P = 0.003). In conclusion  hypoglycemic stress-induced IL-6 increase is associated with activation of the HPA axis  suggesting that IL-6 response to hypoglycemic stress may be regarded as part of the counter-regulatory response  possibly contributing to the maintenance of glucose homeostasis."
"42","33192745",2020,"Editorial: The Role of Inflammation in the Etiology and Treatment of Schizophrenia.","NA"
"43","33190236",2020,"Trajectory of change in brain complement factors from neonatal to young adult humans.","Immune system components also regulate synapse formation and refinement in neurodevelopment. The complement pathway  associated with cell lysis and phagocytosis  is implicated in synaptic elimination. Aberrant adolescent synaptic pruning may underpin schizophrenia onset; thus  changes in cortical complement activity during human development are of major interest. Complement is genetically linked to schizophrenia via increased C4 copy number variants  but the developmental trajectory of complement expression in the human brain is undetermined. As complement increases during periods of active synaptic engulfment in rodents  we hypothesized that complement expression would increase during postnatal development in humans  particularly during adolescence. Using human postmortem prefrontal cortex  we observed that complement activator (C1QB and C3) transcripts peaked in early neurodevelopment  and were highest in toddlers  declining in teenagers (all ANCOVAs between F = 2.41 -3.325  p = .01-0.05). We found that C4 protein was higher at 1-5 years (H = 16.378  p = .012)  whereas C3 protein levels were unchanged with age. The microglial complement receptor subunit CD11b increased in mRNA early in life and peaked in the toddler brain (ANCOVA: pH  F = 4.186  p = .003). Complement inhibitors (CD46 and CD55) increased at school age  but failed to decrease like complement activators (both ANCOVAs  F > 4.4  p < .01). These data suggest the activation of complement in the human prefrontal cortex occurs between 1 and 5 years. We did not find evidence of induction of complement factors during adolescence and instead found increased or sustained levels of complement inhibitor mRNA at maturation. Dysregulation of these typical patterns of complement may predispose the brain to neurodevelopmental disorders such as autism or schizophrenia."
"44","32994248",2020,"Longitudinal exploration of cancer-related cognitive impairment in patients with newly diagnosed aggressive lymphoma: protocol for a feasibility study.","Cancer-related cognitive impairment (CRCI) is a distressing and disabling side-effect of cancer treatments affecting up to 75% of patients. For some patients  their cognitive impairment may be transient  but for a subgroup  these symptoms can be long-standing and have a major impact on the quality of life. This paper describes the protocol for a study: (1) to assess the feasibility of collecting longitudinal data on cognition via self-report  neuropsychological testing  peripheral markers of inflammation and neuroimaging and (2) to explore and describe patterns of cancer-related cognitive impairment over the course of treatment and recovery in patients with newly diagnosed  aggressive lymphoma undergoing standard therapy with curative intent. This is a prospective  longitudinal  feasibility study in which 30 newly diagnosed  treatment-naive patients with aggressive lymphoma will be recruited over a 12-month period. Patients will complete comprehensive assessments at three time points: baseline (time 1  pre-treatment) and two post-baseline follow-up assessments (time 2  mid-treatment and time 3  6-8 weeks post-treatment completion). All patients will be assessed for self-reported cognitive difficulties and objective cognitive function using Stroop Colour and Word  Trail Making Test Part A and B  Hopkins Verbal Learning Test-Revised  Controlled Oral Word Association and Digit Span. Blood cell-based inflammatory markers and neuroimaging including a positron emission tomography (PET) with  18 F-labelled fluoro-2-deoxyglucose ( 18 F-FDG) and CT ( 18 F-FDG-PET/CT) and a MRI will explore potential inflammatory and neuroanatomical or functional mechanisms and biomarkers related to CRCI. The primary intent of analysis will be to assess the feasibility of collecting longitudinal data on cognition using subjective reports and objective tasks from patients during treatment and recovery for lymphoma. These data will inform the design of a larger-scale investigation into the patterns of cognitive change over the course of treatment and recovery  adding to an underexplored area of cancer survivorship research. Ethical approval has been granted by Austin Health Human Rights Ethics Committee (HREC) in Victoria Australia. Peer reviewed publications and conference presentations will report the findings of this novel study. Australian New Zealand Clinical Trials Registry (ACTRN12619001649101)."
"45","32928535",2020,"[Immunopsychiatry and SARS-CoV-2 pandemic: Links and possible consequences].","The SARS-CoV-2 (or COVID-19) pandemic has been propagating since December 2019  inducing a drastic increase in the prevalence of anxious and depressive disorders in the general population. Psychological trauma can partly explain these disorders. However  since psychiatric disorders also have an immuno-inflammatory component  the direct effects of the virus on the host's immune system  with a marked inflammatory response  but also the secondary inflammation to these psychosocial stressors  may cause the apparition or the worsening of psychiatric disorders. We describe here the probable immunopsychiatric consequences of the SARS-CoV-2 pandemic  to delineate possible screening actions and care that could be planned. Data from previous pandemics  and existing data on the psychopathological consequences of the SARS-CoV-2 pandemic  allowed us to review the possible immunopsychiatric consequences of the SARS-CoV-2 pandemic  on the gestational environment  with the risk of consecutive neurodevelopmental disorders for the fetus on one hand  on the children and adults directly infected being at increased risks of psychiatric disorders on the other hand. As in previous pandemics  the activation of the immune system due to psychological stress and/or to infection during pregnancy  might lead to an increased risk of neurodevelopmental disorders for the fetus (schizophrenia and autism spectrum disorders). Furthermore  in individuals exposed to psychological trauma and/or infected by the virus  the risk of psychiatric disorders  especially mood disorders  is probably increased. In this context  preventive measures and specialized care are necessary. Thus  it is important to propose a close follow-up to the individuals who have been infected by the virus  in order to set up the earliest care possible. Likewise  in pregnant women  screening of mood disorders during the pregnancy or the postpartum period must be facilitated. The follow-up of the babies born during the pandemic must be strengthened to screen and care for possible neurodevelopmental disorders."
"46","32900363",2020,"Aspirin and other non-steroidal anti-inflammatory drugs and depression, anxiety, and stress-related disorders following a cancer diagnosis: a nationwide register-based cohort study.","Cancer patients have a highly increased risk of psychiatric disorders following diagnosis  compared with cancer-free individuals. Inflammation is involved in the development of both cancer and psychiatric disorders. The role of non-steroidal anti-inflammatory drugs (NSAIDs) in the subsequent risk of psychiatric disorders after cancer diagnosis is however unknown. We performed a cohort study of all patients diagnosed with a first primary malignancy between July 2006 and December 2013 in Sweden. Cox proportional hazards models were used to assess the association of NSAID use during the year before cancer diagnosis with the risk of depression  anxiety  and stress-related disorders during the first year after cancer diagnosis. Among 316 904 patients identified  5613 patients received a diagnosis of depression  anxiety  or stress-related disorders during the year after cancer diagnosis. Compared with no use of NSAIDs  the use of aspirin alone was associated with a lower rate of depression  anxiety  and stress-related disorders (hazard ratio [HR]  0.88; 95% confidence interval [CI]  0.81 to 0.97)  whereas the use of non-aspirin NSAIDs alone was associated with a higher rate (HR  1.24; 95% CI  1.15 to 1.32)  after adjustment for sociodemographic factors  comorbidity  indications for NSAID use  and cancer characteristics. The association of aspirin with reduced rate of depression  anxiety  and stress-related disorders was strongest for current use (HR  0.84; 95% CI  0.75 to 0.93)  low-dose use (HR  0.88; 95% CI  0.80 to 0.98)  long-term use (HR  0.84; 95% CI  0.76 to 0.94)  and among patients with cardiovascular disease (HR  0.81; 95% CI  0.68 to 0.95) or breast cancer (HR  0.74; 95% CI  0.56 to 0.98). Pre-diagnostic use of aspirin was associated with a decreased risk of depression  anxiety  and stress-related disorders during the first year following cancer diagnosis."
"47","32851504",2020,"Copeptin response to hypoglycemic stress is linked to prolactin activation in children.","The physiological role of arginine vasopressin (AVP) in the acute stress response in humans and especially in children is unclear. The aim of this study was to explore the interaction between copeptin  a well-established surrogate marker of AVP release  and anterior pituitary hormone activation in response to acute hypoglycemic stress in children and adolescents. We conducted an exploratory single center study involving 77 children and adolescents undergoing insulin-induced hypoglycemia. Blood levels of copeptin  ACTH  cortisol  GH  prolactin  interleukin-6 (IL-6)  adrenaline and noradrenaline were determined at baseline and after insulin-induced hypoglycemia. Basal plasma levels of copeptin (median: 5.2 pmol/L) increased significantly after hypoglycemia (median 9.7 pmol/L; P < 0.0001). Subjects with insufficient HPA axis response or severe GH deficiency had lower hypoglycemia-induced copeptin increase (median: 2.3 pmol/L) compared with individuals with intact pituitary response (median: 5.2 pmol/L  P = 0.02). Copeptin increase correlated significantly with the maximal increase of ACTH (r s  = 0.30; P = 0.010)  cortisol (r s  = 0.33; P = 0.003)  prolactin (r s  = 0.25; P = 0.03)  IL-6 (r s  = 0.35; P = 0.008) and with BMI-SDS (r s  = - 0.28  P = 0.01). In multivariate regression analysis  prolactin increase was the only independent variable associated with copeptin increase (P = 0.0004). Our data indicate that: (1) hypoglycemic stress elicits a marked copeptin response in children and adolescents  pointing out its role as an acute stress marker in this population; (2) stress-induced AVP/copeptin release is associated with anterior pituitary activation  mainly a prolactin response."
"48","32578885",2020,"Interactions between perceptions of fatigue, effort, and affect decrease knee extensor endurance performance following upper body motor activity, independent of changes in neuromuscular function.","Prior exercise has previously been shown to impair subsequent endurance performance in non-activated muscles. Declines in the neuromuscular function and altered perceptual/affective responses offer possible mechanisms through which endurance performance may be limited in these remote muscle groups. We thus conducted two experiments to better understand these performance-limiting mechanisms. In the first experiment  we examined the effect of prior handgrip exercise on the behavioral  perceptual  and affective responses to a sustained  sub-maximal contraction of the knee extensors. In the second experiment  transcranial magnetic stimulation was used to assess the neuromuscular function of the knee extensors before and after the handgrip exercise. The results of the first experiment demonstrated prior handgrip exercise increased the perceptions of effort and reduced affective valence during the subsequent knee extensor endurance exercise. Both effort and affect were associated with endurance performance. Subjective ratings of fatigue were also increased by the preceding handgrip exercise but were not directly related to knee extensor endurance performance. However  perceptions of fatigue were correlated with heightened effort perception and reduced affect during the knee extensor contraction. In the second experiment  prior handgrip exercise did not significantly alter the neuromuscular function of the knee extensors. The findings of the present study indicate that motor performance in the lower limbs following demanding exercise in the upper body appears to be regulated by complex  cognitive-emotional interactions  which may emerge independent of altered neuromuscular function. Subjective fatigue states are implicated in the control of perceptual and affective processes responsible for the regulation of endurance performance."
"49","32498754",2020,"Inflammation as a treatment target in mood disorders: review.","Mood disorders  i.e. major depressive disorder (MDD) and bipolar disorders  are leading sources of disability worldwide. Currently available treatments do not yield remission in approximately a third of patients with a mood disorder. This is in part because these treatments do not target a specific core pathology underlying these heterogeneous disorders. In recent years  abnormal inflammatory processes have been identified as putative pathophysiological mechanisms and treatment targets in mood disorders  particularly among individuals with treatment-resistant conditions. In this selective review  we aimed to summarise recent advances in the field of immunopsychiatry  including emerging pathophysiological models and findings from treatment ttrials of immunomodulatory agents for both MDD and bipolar disorders. We performed a literature review by searching Medline for clinical trials of immunomodulating agents as monotherapy or adjunctive treatments in MDD and bipolar disorders. Included studies are randomised controlled trials (RCTs)  cluster RCTs or cross-over trials of immunomodulating agents that had an active comparator or a placebo-arm. Current evidence shows an association between inflammation and mood symptoms. However  there is conflicting evidence on whether this link is causal. Future studies should focus on identifying specific neurobiological underpinnings for the putative causal association between an activated inflammatory response and mood disorders. Results of these studies are needed before further treatment trials of immunomodulatory agents can be justified."
"50","32479992",2020,"Identifying causal role of COVID-19 in immunopsychiatry models.","NA"
"51","32425818",2020,"Commentary: Neurobiology and Therapeutic Potential of Cyclooxygenase-2 (COX-2) Inhibitors for Inflammation in Neuropsychiatric Disorders.","NA"
"52","32353518",2020,"Do psychiatric patients experience more psychiatric symptoms during COVID-19 pandemic and lockdown? A case-control study with service and research implications for immunopsychiatry.","This study aimed to assess and compare the immediate stress and psychological impact experienced by people with and without psychiatric illnesses during the peak of 2019 coronavirus disease (COVID-19) epidemic with strict lockdown measures. Seventy-six psychiatric patients and 109 healthy control subjects were recruited from Chongqing  China and completed a survey on demographic data  physical symptoms during the past 14 days and a range of psychiatric symptoms using the Impact of Event Scale-Revised (IES-R)  Depression  Anxiety and Stress Scale (DASS-21) and Insomnia Severity Index (ISI). IES-R measures PTSD symptoms in survivorship after an event. DASS-21 is based on tripartite model of psychopathology that comprise a general distress construct with distinct characteristics. The mean IES-R  DASS-21 anxiety  depression and stress subscale and ISI scores were higher in psychiatric patients than healthy controls (p < 0.001). Serious worries about their physical health  anger and impulsivity and intense suicidal ideation were significantly higher in psychiatric patients than healthy controls (p < 0.05). More than one-third of psychiatric patients might fulfil the diagnostic criteria post-traumatic stress disorder (PTSD). More than one-quarter of psychiatric patients suffered from moderately severe to severe insomnia. Respondents who reported no change  poor or worse physical health status and had a psychiatric illness were significantly more likely to have higher mean IES-R  DASS depression  anxiety and stress subscale scores and ISI scores (p < 0.05). This study confirms the severity of negative psychological impact on psychiatric patients during the COVID-19 epidemic with strict lockdown measures. Understanding the psychological impact on psychiatric patients during the COVID-19 pandemic has the potential to provide insight into how to develop a new immunopsychiatry service. Further research is required to compare pro-inflammatory cytokines between psychiatric patients and healthy controls during the pandemic."
"53","32040421",2020,"Multiple Holdouts With Stability: Improving the Generalizability of Machine Learning Analyses of Brain-Behavior Relationships.","In 2009  the National Institute of Mental Health launched the Research Domain Criteria  an attempt to move beyond diagnostic categories and ground psychiatry within neurobiological constructs that combine different levels of measures (e.g.  brain imaging and behavior). Statistical methods that can integrate such multimodal data  however  are often vulnerable to overfitting  poor generalization  and difficulties in interpreting the results. We propose an innovative machine learning framework combining multiple holdouts and a stability criterion with regularized multivariate techniques  such as sparse partial least squares and kernel canonical correlation analysis  for identifying hidden dimensions of cross-modality relationships. To illustrate the approach  we investigated structural brain-behavior associations in an extensively phenotyped developmental sample of 345 participants (312 healthy and 33 with clinical depression). The brain data consisted of whole-brain voxel-based gray matter volumes  and the behavioral data included item-level self-report questionnaires and IQ and demographic measures. Both sparse partial least squares and kernel canonical correlation analysis captured two hidden dimensions of brain-behavior relationships: one related to age and drinking and the other one related to depression. The applied machine learning framework indicates that these results are stable and generalize well to new data. Indeed  the identified brain-behavior associations are in agreement with previous findings in the literature concerning age  alcohol use  and depression-related changes in brain volume. Multivariate techniques (such as sparse partial least squares and kernel canonical correlation analysis) embedded in our novel framework are promising tools to link behavior and/or symptoms to neurobiology and thus have great potential to contribute to a biologically grounded definition of psychiatric disorders."
"54","32000983",2020,"Peripheral Blood Cell-Stratified Subgroups of Inflamed Depression.","Depression has been associated with increased inflammatory proteins  but changes in circulating immune cells are less well defined. We used multiparametric flow cytometry to count 14 subsets of peripheral blood cells in 206 depression cases and 77 age- and sex-matched controls (N = 283). We used univariate and multivariate analyses to investigate the immunophenotypes associated with depression and depression severity. Depression cases  compared with controls  had significantly increased immune cell counts  especially neutrophils  CD4 +  T cells  and monocytes  and increased inflammatory proteins (C-reactive protein and interleukin-6). Within-group analysis of cases demonstrated significant associations between the severity of depressive symptoms and increased myeloid and CD4 +  T-cell counts. Depression cases were partitioned into 2 subgroups by forced binary clustering of cell counts: the inflamed depression subgroup (n = 81 out of 206; 39%) had increased monocyte  CD4 +   and neutrophil counts; increased C-reactive protein and interleukin-6; and more severe depression than the uninflamed majority of cases. Relaxing the presumption of a binary classification  data-driven analysis identified 4 subgroups of depression cases  2 of which (n = 38 and n = 100; 67% collectively) were associated with increased inflammatory proteins and more severe depression but differed in terms of myeloid and lymphoid cell counts. Results were robust to potentially confounding effects of age  sex  body mass index  recent infection  and tobacco use. Peripheral immune cell counts were used to distinguish inflamed and uninflamed subgroups of depression and to indicate that there may be mechanistically distinct subgroups of inflamed depression."
"55","31805504",2019,"Microgliosis is associated with visual memory decline in patients with temporal lobe epilepsy and hippocampal sclerosis: A clinicopathologic study.","Hippocampal sclerosis (HS) is characterized by neuronal loss and gliosis. The intensity and distribution of these histopathological findings over the Cornu Ammonis (CA) subfields are important for the classification of HS and prognostication of patients with temporal lobe epilepsy (TLE). Several studies have associated the neuronal density reduction in the hippocampus with cognitive decline in patients with TLE. The current study aimed at investigating whether the expression of glial proteins in sclerotic hippocampi is associated with presurgical memory performance of patients with TLE. Before amygdalohippocampectomy  patients were submitted to memory tests. Immunohistochemical and morphometric analyses with glial fibrillary acidic protein (GFAP) for astrogliosis and human leucocyte antigen DR (HLA-DR) for microgliosis were performed in paraffin-embedded HS and control hippocampi. Sclerotic hippocampi exhibited increased gliosis in comparison with controls. In patients with TLE  the area and intensity of staining for HLA-DR were associated with worse performance in the memory tests. Glial fibrillary acidic protein was neither associated nor correlated with memory test performance. Our data suggest association between microgliosis  but not astrogliosis  with visual memory decline in patients with TLE."
"56","31707310",2019,"Longitudinal population subgroups of CRP and risk of depression in the ALSPAC birth cohort.","Meta-analyses confirm increased circulating C-reactive protein (CRP) levels in depression. Longitudinal studies have linked one-off measurements of CRP at baseline with increased risk of developing depressive symptoms subsequently at follow-up  but studies with repeat CRP measures from the same individuals are scarce. We have examined whether longitudinal patterns of inflammation  based on three CRP measurements from childhood to early-adulthood  are associated with the risk of depression in early-adulthood in the Avon Longitudinal Study of Parents and Children  a prospective birth cohort. Using Gaussian mixture modelling of available CRP data from age 9  15 and 18 years  we identified four population clusters/sub-groups reflecting different longitudinal patterns of CRP: persistently low (N=463  29.5%); persistently high (N=371  24%); decreasing (N=360  23%); increasing (N=367  23.5%). The increasing group showed a steep increase in CRP levels between adolescence and early-adulthood. Participants in this group had a higher risk of moderate/severe depression at age 18 years  compared with those with persistently low CRP; adjusted odds ratio (OR)=3.78 (95% Confidence Interval (CI)  1.46-9.81; p=0.006). The odds of moderate/severe depression were also increased for the persistently high CRP group  but this was not statistically significant; OR=2.54 (95% CI  0.90-7.16). Repeat CRP measures were available for a subset  who may not be representative of all cohort participants. The results suggest that an increasing pattern of inflammation from adolescence to early-adulthood is associated with risk of depression in early-adulthood."
"57","31427751",2019,"Effects of immunomodulatory drugs on depressive symptoms: A mega-analysis of randomized, placebo-controlled clinical trials in inflammatory disorders.","Activation of the innate immune system is commonly associated with depression. Immunomodulatory drugs may have efficacy for depressive symptoms that are co-morbidly associated with inflammatory disorders. We report a large-scale re-analysis by standardized procedures (mega-analysis) of patient-level data combined from 18 randomized clinical trials conducted by Janssen or GlaxoSmithKline for one of nine disorders (N = 10 743 participants). Core depressive symptoms (low mood  anhedonia) were measured by the Short Form Survey (SF-36) or the Hospital Anxiety and Depression Scale (HADS)  and participants were stratified into high (N = 1921) versus low-depressive strata based on baseline ratings. Placebo-controlled change from baseline after 4-16 weeks of treatment was estimated by the standardized mean difference (SMD) over all trials and for each subgroup of trials targeting one of 7 mechanisms (IL-6  TNF-α  IL-12/23  CD20  COX2  BLγS  p38/MAPK14). Patients in the high depressive stratum showed modest but significant effects on core depressive symptoms (SMD = 0.29  95% CI [0.12-0.45]) and related SF-36 measures of mental health and vitality. Anti-IL-6 antibodies (SMD = 0.8  95% CI [0.20-1.41]) and an anti-IL-12/23 antibody (SMD = 0.48  95% CI [0.26-0.70]) had larger effects on depressive symptoms than other drug classes. Adjustments for physical health outcome marginally attenuated the average treatment effect on depressive symptoms (SMD = 0.20  95% CI: 0.06-0.35)  but more strongly attenuated effects on mental health and vitality. Effects of anti-IL-12/23 remained significant and anti-IL-6 antibodies became a trend after controlling for physical response to treatment. Novel immune-therapeutics can produce antidepressant effects in depressed patients with primary inflammatory disorders that are not entirely explained by treatment-related changes in physical health."
"58","31395894",2019,"Brain-behaviour modes of covariation in healthy and clinically depressed young people.","Understanding how variations in dimensions of psychometrics  IQ and demographics relate to changes in brain connectivity during the critical developmental period of adolescence and early adulthood is a major challenge. This has particular relevance for mental health disorders where a failure to understand these links might hinder the development of better diagnostic approaches and therapeutics. Here  we investigated this question in 306 adolescents and young adults (14-24 y  25 clinically depressed) using a multivariate statistical framework  based on canonical correlation analysis (CCA). By linking individual functional brain connectivity profiles to self-report questionnaires  IQ and demographic data we identified two distinct modes of covariation. The first mode mapped onto an externalization/internalization axis and showed a strong association with sex. The second mode mapped onto a well-being/distress axis independent of sex. Interestingly  both modes showed an association with age. Crucially  the changes in functional brain connectivity associated with changes in these phenotypes showed marked developmental effects. The findings point to a role for the default mode  frontoparietal and limbic networks in psychopathology and depression."
"59","31279402",2019,"Can Immunopsychiatry Help in Understanding the Basis of Sex Differences in Major Depressive Disorder?","NA"
