"doi" "body" ".publisher"
2015b; Gale et al.
2016), or for the association between inflammation and psychoses (Khandaker et al.
2014). Strengths of this study include a large population-based sample with data from reliable general population registers, long follow-up period, and innovative co-relative analyses that allowed exploration of shared familial confounding." "cambridge_university_press"
"441" "10.1017/S0033291718000831" "In conclusion, we report that lower IQ is associated with low-grade inflammation (cross-sectional), and with an increased risk of psychotic disorders (longitudinal) in adulthood. There is some evidence that inflammation may increase the risk of schizophrenia by affecting processes involved in cognitive development." "cambridge_university_press"
"442" "10.1371/journal.pcbi.1006679" "A leitmotif in the nascent field of computational psychiatry [1–4] is that carefully curated cognitive tasks can be used to identify latent dimensions of decision-making. These parametrize process accounting for how the tasks are solved, and are identified according to the models that best fit behaviour. Individuals are characterized according to their coordinates in these dimensions and it is by this means that dysfunction is delineated. A number of such dimensions, quantifying features such as reward and punishment sensitivity [5,6], uncertainty [7,8], exploration [9], metacognition [10], interpersonal modelling [11] have been extensively investigated in laboratory tasks." "plos"
"443" "10.1371/journal.pcbi.1006679" "However, to characterize individuals in a psychometrically competent manner, it does not suffice to have external validity in terms of indices of development and pathology. Temporal stability is also crucial [12,13].Stability and related psychometric properties are increasingly important as computational psychiatry moves from describing differences between selected groups of individuals, for example well vs. ill groups, to describing individual change attributable to development, vulnerability to psychopathology, and recovery from psychiatric disorder. Stability is also crucial if computational parameters are to guide diagnosis and personalized psychiatry. Unstable measures may have predictive value [14,15], especially if their variability can be understood [16], but cannot easily characterise individual trajectories. It is unclear whether computational tasks that have been well validated in the laboratory, and which are starting to be used in epidemiological samples studies [17,18], have psychometric properties sufficient to pinpoint individual dispositions. In particular, while learning tasks are amongst the most popular in computational psychiatry, it is not clear if they bear repetition, for instance whether the identity of the best fitting process model remains the same when they are applied again. Furthermore, we often do not know if parameters inferred by using these best models are psychometrically reliable, covarying with traits, or change with the individual’s state and experience." "plos"
"444" "10.1371/journal.pcbi.1006679" "Here, we study the population distribution and psychometrics of a paradigmatic computational measure, namely the extent to which an individual’s decision-making is guided by Pavlovian influences [19]. This is the direct predisposition to prefer particular actions in response to features of a stimulus, such as the appetitive or aversive consequences that it predicts. This predisposition can help or hinder instrumental behaviour, which is defined in terms of the contingency between action and outcome. Pavlovian biases have often been studied because of their translational relevance for anxiety, post-traumatic stress, and other disorders [20–23]. The incidence of psychiatric symptoms where Pavlovian influences have been implicated rises in adolescence. For example, we recently described a peak in mood symptoms in a large non-clinical sample around the age of 16 in females [13]. It is thus important to examine how Pavlovian influences vary with age as well as characteristics such as mood, sex and IQ [1]. This in turn makes psychometric questions related to tasks assessing Pavlovian phenomena particularly pressing." "plos"
"445" "10.1371/journal.pcbi.1006679" "Pavlovian influences elicited by predictions of reward and punishment have been extensively studied through variants of a Go-NoGo task [19,24–26]. Here, subjects prefer to execute, rather than withhold, actions in proportion to their expectations of winning money. This Pavlovian ‘bias’ is quantified as a perturbation of a standard reinforcement learning model, using a form of bonus that is proportional to the predicted value associated with the stimuli concerned [25]. This rewards ‘Go’ actions in the face of ‘potential win’ stimuli and ‘No-Go’ actions in the face of ‘potential loss’ stimuli." "plos"
"446" "10.1371/journal.pcbi.1006679" "To assess Pavlovian bias and associated decision-making characteristics, we used an orthogonalised Go-NoGo task, wherein optimal decisions (Go vs. NoGo) are independent of the goal outcome (winning vs. avoiding loss). This has been extensively validated to assess Pavlovian bias, while much is known about neural function in this task [19,24,25,27]. We administered it on two occasions (termed ‘baseline’ and ‘long follow-up’) in a large, naturalistic, epidemiologically informed sample of 14 to 24 year olds [28]. We first validated the class of reinforcement-learning models developed in the laboratory in this population. In the process, we asked which model best described behaviour and ascertained that estimates of Pavlovian bias were robust with respect to secondary modelling details. We considered a model with differential sensitivity to wins and losses, which Guitart-Masip et al, 2014, found to fit behaviour best (‘valenced-sensitivity’ model). We also considered variants, particularly equal sensitivity to wins and losses, but differential learning to these outcomes (‘valenced-learning model’). We then compared the psychometric properties of the best models using real but also simulated data. We examined the external validity of the best models by assessing correlations between parameter values and the variables of age, IQ and mood. Calendar age is a key variable in development, albeit not the same as developmental time [29–31]. IQ is also an important yardstick, as theoretical [32] and experimental [33] findings motivate further examination of its relationship with Pavlovian tendencies. Specifically, we argued that in the orthogonalized Go-NoGo task used here, efficient instrumental learning rather than reliance on non-instrumental Pavlovian biases is most profitable. Therefore, participants with higher IQ might be expected to rely less on Pavlovian guidance. Finally, we used the ‘Mood and Feelings Questionnaire’, or MFQ for external validation. This was motivated by two considerations: first, research has suggested links between Pavlovian bias and so-called internalizing disorders [20,21,26]. Second, we have found that MFQ is a good simple proxy for the ‘general psychopathology factor’ (see S1 Fig and [13]). It may thus shed light into how Pavlovian bias contributes to psychiatric vulnerability or resilience in general, although further research should address associations with other, specific dimensions of psychopathology." "plos"
"447" "10.1371/journal.pcbi.1006679" "We examined longitudinal changes and correlations, particularly concerning the best fitting model and the trajectory of Pavlovian parameters. First, we performed a ‘short follow-up’ study over an interval of 6 months. This is short in developmental but not in test-retest terms. It helped us to subsequently interpret the results of our main, ‘long follow-up’ study, about 18 months post-baseline. Over and above model parameters, model-fit was of over-arching importance, as it assessed how well a specific cognitive model captures individual behaviour. We then explored the dependence of model-fit on age, task repetition and IQ." "plos"
"448" "10.1371/journal.pcbi.1006679" "We tested three hypotheses for the trajectory of the Pavlovian parameter. One is that the bias characterising an individual was a trait that remained stable over the time of our study. Alternatively, it might reflect a slowly changing developmental disposition, specifically one where younger participants were more strongly guided by Pavlovian biases. A third possibility is that Pavlovian biases reflected prior beliefs not only dependent on the context of ‘opportunity’ (appetitive trials) or ‘threat’ (aversive trials), but also dependent on other features of the context, such as ‘task taking place in a particular laboratory’. In the latter case, participants could update their prior beliefs about a link between appetitiveness and the appropriate action across test sessions." "plos"
"449" "10.1371/journal.pcbi.1006679" "Key descriptive characteristics of participants at baseline are shown in Table 1." "plos"
"450" "10.1371/journal.pcbi.1006679" "We tested 61 participants at baseline, and then after an interval of 6 months (Fig 1), using the task briefly described above (and fully in Methods; very similar to [26]). We thus first explored temporal individual stability and group-level change over a time scale which was short in developmental terms. We report uncorrected Pearson r for approximately Gaussian quantities and Spearman ρ for non-Gaussian ones, using parameters inferred from the preferred model variant that emerged from model-comparisons. This was the ‘valenced learning’ variant, quite similar but not identical to the established one [19,24]. Please see the Methods section for details." "plos"
"451" "10.1371/journal.pcbi.1006679" "A. Go-NoGo task. Modified with permission from (26). Participants are presented with four stimuli for 36 trials each in fully randomized order. After a short ‘wait’ interval, they implement a decision of either to press or not press a button. Subjects discover by trial and error the two possible outcomes for choice of each stimulus (win/nothing or nothing/loss) and across trials learn which decision, ‘Go’ or ‘NoGo’, most often (with probability 0.8) leads to the best outcome. B. Longitudinal study structure, summarizing and illustrating the stages described in Methods." "plos"
"452" "10.1371/journal.pcbi.1006679" "For the overall propensity to choose action over inaction, parametrized by the ‘Go Bias’, baseline estimates were significantly correlated with short follow-up estimates, as hypothesized (r = 0.30, p = 0.018; Fig 2). However, this was not true for the other parameters. The Pavlovian bias, parametrizing the propensity to action in the context of opportunity and inaction in a context of loss, had p = 0.54. The motivational exchange rate, which measures how strongly likelihood of a choice depends on its value, had p = 0.55. For the learning rates for the appetitive and aversive contexts, p was 0.13, and 0.52 respectively. The irreducible noise parameter, quantifying decision variability that could not be reduced by learning motivating actions, had r = 0.24, p = 0.052. The extent to which the model accounted for behaviour, the integrated likelihood measure, was the most inter-correlated variable between baseline and short follow-up, r = 0.43, p = 0.00047. As we shall see below, similar results obtained in the larger, long follow-up study, suggesting that developmentally, individuals largely maintain their rank within the cohort with respect to this measure." "plos"
"453" "10.1371/journal.pcbi.1006679" "A. Go Bias B. (log) Pavlovian bias. Statistically significant correlation is observed for the Go-bias but not for the Pavlovian bias." "plos"
"454" "10.1371/journal.pcbi.1006679" "Next, we tested whether each of the parameters increased or decreased with task repetition. As we had no a priori hypotheses, we applied a Bonferroni correction for 6 tests, so that a corrected threshold of p = 0.05 corresponded to uncorrected p = 0.0083. We found that outcome sensitivity clearly increased (uncorrected Wilcoxon p = 5.5e-7) over the 6-month interval. There was weak evidence that Pavlovian bias decreased (from a median on 0.20 to 0.12; uncorr. t-test p = 0.024)." "plos"
"455" "10.1371/journal.pcbi.1006679" "There was no significant change in the other parameters over the short follow-up, but there was good evidence that the median integrated likelihood increased (from -66.4 to -53.7, uncor. Wilc. p = 0.0038). 54 of the short-interval participants were also included in the long follow-up sample (Fig 1). They are included in the long follow-up analyses below, but their exclusion results in minimal change. For example, the baseline vs. long follow-up correlation ρ of Pavlovian bias does not change, while its p-value would drop slightly from 0.017 to 0.020." "plos"
"456" "10.1371/journal.pcbi.1006679" "Key results from the short-follow up study thus were that model fit was longitudinally the most stable measure, while the group shifted its outcome sensitivity and Pavlovian bias in the direction of benefitting performance, and it improved its model-fit." "plos"
"457" "10.1371/journal.pcbi.1006679" "In the large naturalistic study, we first collected data from N1 = 817 participants (‘baseline’ sample). Of these, N2 = 556 (68%) also provided valid data at a follow-up session, on average 18 months later (‘long follow up’ sample). We first analysed performance simply in terms of the proportion of correct responses that participants achieved in each task condition, time during the task and session (Fig 3)." "plos"
"458" "10.1371/journal.pcbi.1006679" "The middle two quartiles are in solid color, with the ‘avoid loss’ conditions in pink/purple and ‘win’ in gold/yellow. Just non-overlapping notches represent p = 0.05 for the uncorrected difference between two medians. One star denotes p <0.05 corrected for 8 comparisons; Five stars denote pcor < 1e-10. Long follow-up is shown next to baseline. A. Performance weighted towards early trials, the weighing decreasing linearly to 0 for the middle of the task. No-Go to win (NG2W) showed median success rate slightly below chance, in line with the literature. B. Late trials. Performance reaches maximum for at least a quarter of participants in both appetitive conditions, but a quarter (long follow-up) or more (baseline) participants still perform below chance in NG2W. Long follow-up shows better performance than baseline in all except the easy Go-to-Win (G2W) conditions." "plos"
"459" "10.1371/journal.pcbi.1006679" "The characteristic ‘Pavlovian bias’ interaction pattern was seen, with Pavlovian-incongruent conditions showing worse performance than the corresponding congruent ones (Go to Win > NoGo to Win, NoGo to Avoid Loss > Go to Avoid Loss) at all stages. As shown in Fig 3A (‘early trials’ panel, second vs. third pair of boxes), G2AL showed a clearly better level starting level of performance than the other pavlovian-incongruent condition, NG2W (baseline difference: 18%, pcor < 1e-10; long follow-up difference: 16%, pcor < 1e-10). However, for the ‘late’ trials (Fig 3B) the improvement in median fraction of correct responses in G2AL was modest compared to those of NG2W. Hence, median performance in the latter now matched the former (baseline difference: -0.6%, pcor < 0.05; long follow-up difference: -0.6%, pcor = NS). This pattern suggests that not only Pavlovian congruency, but action and/or valence biases in learning and decision making need to be considered." "plos"
"460" "10.1371/journal.pcbi.1006679" "As descriptive statistics do not distinguish clearly the roles of Pavlovian bias and other processes of interest, we fitted a range of computational models capable of these distinctions to the data. We used the integrated likelihood (iL) and Bayesian Information Criterion (iBIC) to quantify complexity-corrected accuracy (Fig 4) and thereby compare models [24]. We assessed whether the identity of the best-fitting model remained the same over testing sessions, and whether estimates of Pavlovian bias were robust to secondary modelling considerations. We expected correlations for each task parameter across time to be positive. Accordingly, we report uncorrected p’s for Spearman correlations and Wilcoxon paired t-tests. We were also interested in the direction of any systematic change. Here, in the absence of a priori hypotheses, we report Wilcoxon tests, applying a Bonferroni correction for as many comparisons as there were parameters." "plos"
"461" "10.1371/journal.pcbi.1006679" "The ‘valenced learning’ (leftmost) model performs best, i.e. had the lowest integrated Bayesian Information Criterion score. Adding forgetting parameters (right three bars) worsened the fits due to the complexity penalties involved." "plos"
"462" "10.1371/journal.pcbi.1006679" "In the baseline sample, the valenced-learning model performed best (Fig 4, leftmost), with the valenced-sensitivity model 255.7 BIC units behind. Importantly, these two models produced very similar estimates for the parameters of interest here (r = 0.88 between models for the Pavlovian parameters, r = 0.93 for Go-bias, p <<1e-05). A variant of the valenced-senstivity model, the ‘sensitivity ratio’ model, also furnished highly similar Pavlovian bias estimates (e.g. r = 0.93, p <<1e-05 with valenced-learning). As a quality check, the ‘irreducible noise’ parameters, which quantify lack of attention and motivation-independent lapses, were reassuringly low (5–7%). In the long follow-up sample the valenced-learning model again obtained an advantage, here of 275.6 BIC units over the second-best, valenced-sensitivity model." "plos"
"463" "10.1371/journal.pcbi.1006679" "However, the mean advantage of the winning model per participant was only 0.15 BIC units at baseline, while the typical individual uncertainty in iBIC, estimated as the SD of BIC scores refitted to data generated using the exact mean population value of each parameter for the winning model, was 7.9 units. Thus, while evidence of >250 BIC units is considered overwhelming by conventional standards [34], we asked if in studies with N>500 it might arise by chance and, as importantly, what difference in predictive power it signifies. Using a paired Wilcoxon test to compare fits for the two models for the data obtained in the first (baseline) testing session gave p = 0.09, while for the long follow-up Wilcoxon p was 1.7e-4, overall providing evidence against a false positive finding. Similarly, using integrated likelihood estimates at the individual level yielded values of approximate protected exceedance probabilities of 0.569 for baseline and 0.974 for long follow-up in favour of valenced-learning [35]. However, when we asked if having a greater likelihood for the one model at baseline implied a similar ordering at long follow-up, a chi-square test showed no evidence (p = 0.38). Numerical studies later showed that even if individuals’ employment of a particular model [valenced learning or sensitivity] remained fixed, and so constituted a ‘type’, our relatively brief experiment would be under-powered to allocate individuals to their type reliably (see S1 Appendix, ‘In silico simulated agents’ reliability and biases’)." "plos"
"464" "10.1371/journal.pcbi.1006679" "We then estimated predictive power. First, we expressed the difference in BIC in terms of the probability of the model better predicting a participant’s decision per trial. Even at long follow-up, this difference was very small, mean ΔPpt = 0.0011, compared to a grand mean prediction probability per trial, Ppt = 0.64. We also introduced a new out-of-sample, or ‘left out likelihood’ (LOL) comparison method, suitable for tasks involving learning which present challenges for predictive tests. This is important, as predictive tests do not rely on the approximations inherent in the BIC and become more and more powerful as datasets become larger (interested readers are referred to the Methods section for validation and details). LOL testing confirmed in an unbiased manner that the likely difference in predictive power between the two best models was very small, interquartile range of ΔPpt -0.012 to 0.0026. Here the mean predictability per trial was 0.73 (see Fig 5 and Methods)." "plos"
"465" "10.1371/journal.pcbi.1006679" "Model comparison based on Mean Prediction probability per trial (Ppt) in the long follow-up sample, showing that the difference in Ppt between the two best models is similar if one uses model-fitting vs. out-of-sample based methods A. ΔPpt estimated through a model fit measure, namely mean integrated likelihood per trial, N2 = 556. Both models have mean Ppt about 0.64. B. ΔPpt estimated by out-of-sample prediction of the 48th and 96th trials for each participant on a test subsample of N = 255. This out-of-sample comparison is more variable, but the resampling-based 95% confidence interval (CI) of the median difference is -0.0012 to 0.0026, consistent with A. If it were desirable to further reduce this CI, the estimate could be averaged over rotated out-of-sample trials, at the very considerable computational cost of re-estimating the entire model fit for each left-out sample." "plos"
"466" "10.1371/journal.pcbi.1006679" "To further assess model quality, we examined correlations between parameters within each of the best models. The ones remaining significant after correction for multiple comparisons for the valenced-learning model are shown in Table 2 (valenced-sensitivity is similar). Four within-model significant correlations were consistently found at baseline and long follow-up. The Pavlovian bias was anticorrelated with both learning rates, while the motivational exchange rate correlated with the Go-bias and anticorrelated with irreducible noise. The motivational exchange rate is also known as reward sensitivity or inverse decision temperature. It can be seen as the power that a unit of additional reward (or loss) has to shift behaviour off indifference between choices. The correlations were also significant in the long follow-up sample (Pav. bias vs. appetitive and aversive learning rates: ρ = -0.14, -0.19, p = 0.016, 0.00011; motiv. Exchange rate vs. irreducible noise and Go bias: ρ = -0.13,0.14, p = 0.043, 0.020). S2 Table shows similar results for the valenced sensitivity model." "plos"
"467" "10.1371/journal.pcbi.1006679" "Correlation values below the diagonal, corrected p-values above." "plos"
"468" "10.1371/journal.pcbi.1006679" "We then examined stability in the quality and nature of the performance, which is the main focus of the study. We started with descriptive measures. As suggested in Fig 3, while there was no overall change in G2W performance between baseline and follow-up (uncorr. Wilcoxon p = 0.31) the other three conditions did improve (G2AL by a median of 5.5%, p< 1e-5 corrected for 4 comparisons; NG2W by 2.8%, p = 5.4e-4; No-Go to avoid loss (NG2AL) by 2.8%, p = 1.78e-4). Next, we used these changes to compare an estimate of Pavlovian bias in follow-up vs. baseline. This estimate showed modest stability across time (Spearman ρ = 0.146, p = 5.4e-4; Fig 6A) but there was a significant reduction in its mean (p = 0.0019), largely attributable to a closing of the gap between G2W-NG2W (Fig 6B). Cross-sectionally, at baseline the first three conditions showed no significant linear or quadratic dependence on age (uncorr. regression p: G2W, 0.22; G2AL, 0.16; NG2W, 0.65). For NG2AL, the linear regression explained 1.0% of the variance, p = 0.021 corrected for 8 comparisons, with positive linear dependency on age. At long-follow-up, again the first three conditions showed no significant dependency at the uncorrected level (regression p: 0.98, 0.096, 0.73). However, at this time there was trend evidence for a positive linear and negative quadratic dependence of NG2AL performance with age (regression p = 0.093 corr. for 8 comparisons, adj. r2 = 0.012; S2 Fig)." "plos"
"469" "10.1371/journal.pcbi.1006679" "A. Stability assessed by baseline vs. long follow-up estimates. A positive correlation is detectable, rho~0.15, p = 5.4e-4. B. Difference in performance between the appetitive (two left) and aversive (two right) conditions. The horizontal lines show the median appetitive bias at baseline (G2W-NG2W; first violin plot; salmon) vs. long follow-up (second plot, in green). This significant difference (p = 0.0027) drives an overall reduction in the estimate of Pavlovian bias (p = 0.0019). The aversive context, NG2AL-G2AL, shows no significant change on its own (blue and mauve; p = 0.35). White boxes are interquartile ranges." "plos"
"470" "10.1371/journal.pcbi.1006679" "To explore the evolution of the component cognitive processes, we examined the stability of the parameter values extracted from the fits of the winning computational model. To put the results that follow in perspective, the Pearson correlation for IQ between sessions was 0.77, pcor << 1e-05 while for the mood measure it was 0.61, pcor << 1e-05. A modest correlation across time points was detected for the Pavlovian bias (r = 0.10, p = 0.017; Fig 6A). A more salient result was an overall reduction in Pavlovian influences with session (from a median of 0.205 at baseline to 0.142 at long follow-up, pcor
< 1e-5). We found evidence that the short-follow-up participants changed their Pavlovian bias as much in the 6-month interval as the rest did in the mean-18-month interval. The scaled-information Bayes factor in favour of no difference was 4.01 (JZS scaled Bayes factor = 7.15, t = 0.76, p = 0.45). Decreases in Pavlovian bias between baseline and long follow-up were strongly correlated with improvements in performance in the Pavlovian-incongruent conditions, and anticorrelated with improvements in the Pavlovian-congruent conditions (S3 Table)." "plos"
"471" "10.1371/journal.pcbi.1006679" "We then performed a set of latent change score (LCS;S3 Appendix) analyses, useful for describing longitudinal change [36]. The most complex multivariate-normal model that can be fitted to the data, known as the ‘just-identifiable model’, showed a significant dependence of change on baseline (regr. beta = -0.878, p<1e-3), with higher-bias individuals at baseline reducing their bias more at long follow up (visible in Fig 5A). This model was superior to one assuming that change only represented regression-to-mean (χ2 = 7.63, df = 1, p = 0.0057) and also to one assuming the same mean and variance at long follow-up vs baseline (χ2 = 6.37, df = 2, p = 0.041). See S3 Appendix for illustration and more details." "plos"
"472" "10.1371/journal.pcbi.1006679" "We found a substantial temporal correlation for the motivational exchange rate (ln(beta); r = 0.253, p = < 1e-5; Fig 7B) and especially for the model fit measure, the integrated likelihood, (r = 0.37, p < 1e-15; Fig 8A). The latter increased at long follow-up, from a median of -68.9 to -64.4, pcor = 0.023. There was evidence for a temporal correlation in learning rates, in both the appetitive and aversive domains (r = 0.09, p = 0.045 and r = 0.11, p = 0.011 respectively). Both increased significantly from baseline to long follow up (median differences of 0.028 and 0.027 respectively; both pcor< 1e-05). There was trend evidence of temporal correlation for the bias parameter favouring action over all trials (‘Go bias’: r = 0.082, p = 0.054) and the lapse rate parameter (r = 0.077, p = 0.068). Go-bias decreased (median 0.73 to 0.57, pcor = 0.014), but the most significant change was a decrease in lapse rate (median 0.069 to 0.055, pcor < 1e-05)." "plos"
"473" "10.1371/journal.pcbi.1006679" "A. Pavlovian Bias. The most prominent feature was a reduction in the group mean. B. Motivational exchange rate (log beta). Here there is little shift in the modal tendency. Note that log-units are used and the contours are estimated by axis-aligned, bivariate normal kernel density estimation." "plos"
"474" "10.1371/journal.pcbi.1006679" "A. Kernel density contours are shown, while the inset plots peaks of the landscape in 3D. B. 4-component mixture-of-Gaussians fitted to this joint distribution of integrated likelihoods, with participants clustered according to the Gaussian they are most likely to belong to. As can also be seen in the 3D rendering. Apart from the prominent peaks (cluster3, green, Nc3 = 176 participants, and 4, blue, Nc4 = 171) there are somewhat less prominent concentrations (1, black, Nc1 = 94 and 2, red, Nc2 = 113)." "plos"
"475" "10.1371/journal.pcbi.1006679" "For none of the parameters, or their change, did we find evidence of correlation with participant age at baseline (correcting for seven comparisons). We also examined whether the baseline parameters depended on gender, mood (the ‘Mood and Feelings Questionnaire’) or IQ (WASI total IQ). Correcting for multiple comparisons, we found no significant dependency of baseline parameters on gender or mood and consequently did not analyse for such dependencies further." "plos"
"476" "10.1371/journal.pcbi.1006679" "IQ was significantly related to the parameters, decreasing with increasing Pavlovian bias at baseline (r = -0.13, pcor
= 0.007) as hypothesized. Other parameters also related significantly to IQ, notably motivational exchange rate (r = 0.27, pcor< 1e-10), appetitive learning rate (r = 0.11, pcor = 0.044) and aversive learning rate (r = 0.19, pcor < 1e-05). IQ strongly correlated with overall model fit (r = 0.28, pcor
< 1e-10). In the long follow-up sample the model fit (r = 0.31, pcor
< 1e-10), motivational exchange rate (r = 0.24, pcor
< 1e-05), and lapse rate (r = -0.14, pcor
= 0.014), but no other parameter, correlated with IQ. Regressing IQ on the (log) appetitive and aversive sensitivities of the valenced-sensitivity model obtained a multiple r-squared of 6.1%, whereas the single beta of the valenced-learning model absorbed 7.6% of the variance in IQ." "plos"
"477" "10.1371/journal.pcbi.1006679" "We then examined the distributions of parameters and of model fit for evidence of sub-grouping. We used the baseline data for this screening, as it was epidemiologically most representative. There was no evidence for sub-grouping in the parameters, but there was for the fit measures, where a bimodal distribution was evident (Fig 8A). This motivated analysis of the joint distribution of baseline and long follow-up model-fit measures. This was best described by a mixture of two major, approximately equipopulous, Gaussian components and two somewhat less prominent ones (Fig 8B). This means that the behaviour of the high-likelihood clusters is much more predictable (less random) according to our models." "plos"
"478" "10.1371/journal.pcbi.1006679" "We performed a mixed-effects analysis (here, controlling for re-test) to draw out differences between the clusters in terms of Mood, IQ and task parameters. As expected, we found differences between sub-groups in integrated likelihood (by construction) and motivational exchange rates and irreducible noise, which are closely related. More interesting, we found a consistent pattern across parameters and IQ, where the cluster which fit worse at both time points (blue or 4 in Fig 8) did significantly worse than most in all performance-sensitive measures, and had increased Pavlovian bias compared to clusters 2 and 3 (2 and 3 had the better fit at follow-up, Fig 8B). Pavlovian bias did not differ amongst the other clusters, while cluster 4 had greater IQ than the others. See ‘S2 Appendix: Clustering analyses’, for statistical details and illustration." "plos"
"479" "10.1371/journal.pcbi.1006679" "Finally, we performed in silico analyses to determine whether the fitting procedure could reliably recover known parameters, and whether it might introduce spurious correlations between them (see S1 Appendix, ‘In silico simulated agents’ reliability and biases’ for details). Recoverability in silico was much better than stability in vivo, suggesting that the former is not a limiting factor in our study. Similarly, no spurious correlation was observed between the Pavlovian bias and learning rates, which means that the associations between them seen in the real data are likely to reflect a true feature of the study population rather than a modelling artefact." "plos"
"480" "10.1371/journal.pcbi.1006679" "We report the first longitudinal assessment of the psychometric properties of a key computational parameter, namely the Pavlovian bias. We did this in a large, epidemiologically-based study of young people. The Go-NoGo task that we used yielded informative results in terms of the cognitive process likely to operate, the evolution over time of the parameters of that process, the construct validity of the model parameters in question and also useful methodological considerations." "plos"
"481" "10.1371/journal.pcbi.1006679" "We found behaviour was well fit by two models, the winning one having two different learning rates for reward and loss but a single sensitivity to returns, and the other having a single learning rate, but two different sensitivities. This is consistent with, but also finesses, recent results stressing the dependence of learning rates on outcome valence, especially in young people [37,38]. We compared models not only on the basis of approximations to the statistical evidence for each, but also on their ability to predict left-out decisions. The dual-learning model fit better, but there was no evidence for a clear allocation of model type to individuals. Model-fit improved with practice and was greater for subjects with higher IQ. Estimates of the Pavlovian bias were robust to model type, but their test-retest stability was weak, limiting inferences about individual development. At the group level, Pavlovian bias decreased when participants were re-tested 1–2 years post-baseline." "plos"
"482" "10.1371/journal.pcbi.1006679" "Pavlovian bias changed over test sessions, but not over age, in a characteristic pattern. In terms of hypotheses we set out to test, we interpret this as strong evidence against this parameter, as measured by this task, being a fixed stable trait. Second, we interpret a longer follow-up resulting in the same reduction in Pavlovian bias as the short one as modest evidence against this bias being a disposition slowly changing with development. The pattern is most strongly supportive of a hypothesis that Pavlovian bias approximates an experience-dependent prior expectation. Of course, our models do not directly compute the ‘probability that in an appetitive context, the correct decision is to act’, which would formally be a belief. However, an agent using such a belief would prefer Pavlovian-congruent actions, and a weakening of such a belief with experience would lead to weakening of this preference, so the evolution of Pavlovian parameters approximates beliefs or expectancies about contingency. The fact that model-fit was good and improved with time, yet parameters changed, argues against a fixed disposition. The virtual absence of cross-sectional age dependency of the parameters, and shifts being as pronounced after 6 months as after 1–2 years, argues against spontaneous slow development and for an effect of practice. Lack of strong age dependency of performance has been observed in other reinforcement learning tasks (e.g. [37] in adolescents vs. adults), but both performance and cognitive parameter age dependencies very much depend on the specific details of the task at hand [39,40]. Practice effects may have affected the improvement in the extent to which people were described by our models. Selective attrition may also have affected our data, though a follow-up rate of 68% is reassuring here. However, attrition may have rendered the long follow-up sample epidemiologically less representative than the baseline one." "plos"
"483" "10.1371/journal.pcbi.1006679" "In this task, the Pavlovian bias aids performance in two conditions, and harms it in the other two. If one interprets the bias as a heuristic that is generally useful, the fact that it reduces with repeated testing is consistent with its approximating a prior belief which can be at least partially overwhelmed by evidence, rather than being rigidly hard-wired by genetics and the early-childhood environment. This may apply more generally to other cognitive biases, and may happen over multiple timescales. Our study only employed a limited number of follow-up occasions, making it difficult to discern longitudinal changes not due to practice effects. In this study, any age, gender or mood dependency of Pavlovian bias, if present, was too subtle to resolve." "plos"
"484" "10.1371/journal.pcbi.1006679" "Psychometrically, the orthogonalized Go-NoGo task had the capacity to provide reliable estimates of Pavlovian bias, in that parameter recovery in silico was greater than 80%. At the same time, in human participants stability was reduced down to ~ 10–15%. The return sensitivity parameter was more stable. However, the stability of task measures was considerably lower than those for IQ and even mood, and lower than that conventionally required for tracing developmental trajectories [41]." "plos"
"485" "10.1371/journal.pcbi.1006679" "Model fit emerged as important, over and above individual parameters, being the most stable task measure. It classified participants into clusters with discernible longitudinal trajectories (Fig 8 and S2 Appendix). The most striking differences were observed between a cluster consisting of people who showed poor at both time points (4 in Fig 8B and S2 Appendix) and the rest. These participants were characterized by a higher Pavlovian bias and lower IQ than the rest, as well as by higher decision-noise parameters. Mood did not differ between any clusters. Poorly fitting participants may have followed a strategy less well captured by our models, or may have been irreducibly more stochastic. In either case, model-fitting causes decision-variability parameters to absorb this high variance, whether its cause is hidden cognitive variables that are as yet not represented in the models, or random noise. It would be interesting to use less constrained machine-learning models to estimate the upper limit on the amount of variance in the data that cognitive-mechanism models like ours hope to explain, and thus help interpret decision variability parameters [42]. Overall, model-fit emerged as a potentially important measure to classify developmental trajectories in future research." "plos"
"486" "10.1371/journal.pcbi.1006679" "We found that IQ correlated with motivational exchange rates, and indeed model fit. That is, the behaviour of those with higher IQ was more affected by a unit improvement in objective outcome, over and above differences in learning and bias. This is what one would expect if IQ test scores were themselves dependent on how motivating the participants considered finding the correct answers in the IQ tests. This is in turn consistent with evidence that IQ test scores can be increased by material incentives and that motivation in the absence of additional incentives predicts real-life outcomes [43]. Likewise, confidence is linked to both IQ and motivation [44]. Our motivational exchange rates may thus reflect ability-dependent confidence, important for development during youth. Tasks involving simple inference about counter-intuitive contingencies, building on our Go-NoGo task, may be useful in exploring these relations. Furthermore, the neural process underpinning reductions in Pavlovian bias would be interesting to elucidate, as it has been suggested that top-down processes actively suppress this bias in more able participants [45]. Alternatively, reductions in Pavlovian bias occurring over time or across IQ groups in young people may relate to differences in fixed, for the duration of the experiment, Pavlovian parameters integral to associative-learning systems (bpav in Eq 3) like those of our models." "plos"
